+----+-------------------------+-------------+-----------------+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| id | received_at             | type        | session_id      | payload                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 26 | 2026-02-27 00:36:10.198 | activity    | sn-0wo4f8xmu55f | {"type": "activity", "payload": {"x": 636, "y": 357, "event": "mousemove"}, "session_id": "sn-0wo4f8xmu55f"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |
| 25 | 2026-02-27 00:36:08.150 | activity    | sn-0wo4f8xmu55f | {"type": "activity", "payload": {"x": 419, "y": 393, "event": "mousemove"}, "session_id": "sn-0wo4f8xmu55f"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |
| 24 | 2026-02-27 00:36:07.608 | activity    | sn-0wo4f8xmu55f | {"type": "activity", "payload": {"x": 440, "y": 435, "event": "mousemove"}, "session_id": "sn-0wo4f8xmu55f"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |
| 23 | 2026-02-27 00:36:07.608 | activity    | sn-0wo4f8xmu55f | {"type": "activity", "payload": {"x": 0, "y": 254, "event": "scroll"}, "session_id": "sn-0wo4f8xmu55f"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 22 | 2026-02-27 00:36:07.608 | activity    | sn-0wo4f8xmu55f | {"type": "activity", "payload": {"x": 0, "y": 256, "event": "scroll"}, "session_id": "sn-0wo4f8xmu55f"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 21 | 2026-02-27 00:36:07.557 | activity    | sn-0wo4f8xmu55f | {"type": "activity", "payload": {"x": 0, "y": 251, "event": "scroll"}, "session_id": "sn-0wo4f8xmu55f"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 20 | 2026-02-27 00:36:07.557 | activity    | sn-0wo4f8xmu55f | {"type": "activity", "payload": {"x": 0, "y": 244, "event": "scroll"}, "session_id": "sn-0wo4f8xmu55f"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 19 | 2026-02-27 00:36:07.527 | activity    | sn-0wo4f8xmu55f | {"type": "activity", "payload": {"x": 0, "y": 214, "event": "scroll"}, "session_id": "sn-0wo4f8xmu55f"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 18 | 2026-02-27 00:36:07.525 | activity    | sn-0wo4f8xmu55f | {"type": "activity", "payload": {"x": 0, "y": 234, "event": "scroll"}, "session_id": "sn-0wo4f8xmu55f"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 17 | 2026-02-27 00:36:07.518 | activity    | sn-0wo4f8xmu55f | {"type": "activity", "payload": {"x": 0, "y": 192, "event": "scroll"}, "session_id": "sn-0wo4f8xmu55f"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 16 | 2026-02-27 00:36:07.518 | activity    | sn-0wo4f8xmu55f | {"type": "activity", "payload": {"x": 0, "y": 154, "event": "scroll"}, "session_id": "sn-0wo4f8xmu55f"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 15 | 2026-02-27 00:36:07.411 | activity    | sn-0wo4f8xmu55f | {"type": "activity", "payload": {"x": 0, "y": 116, "event": "scroll"}, "session_id": "sn-0wo4f8xmu55f"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 14 | 2026-02-27 00:36:07.401 | activity    | sn-0wo4f8xmu55f | {"type": "activity", "payload": {"x": 0, "y": 70, "event": "scroll"}, "session_id": "sn-0wo4f8xmu55f"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| 13 | 2026-02-27 00:36:07.401 | activity    | sn-0wo4f8xmu55f | {"type": "activity", "payload": {"x": 0, "y": 34, "event": "scroll"}, "session_id": "sn-0wo4f8xmu55f"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| 12 | 2026-02-27 00:36:07.291 | activity    | sn-0wo4f8xmu55f | {"type": "activity", "payload": {"x": 0, "y": 15, "event": "scroll"}, "session_id": "sn-0wo4f8xmu55f"}                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
